accuracy_average_vl,accuracy_sd_vl,average_tr_error_best_vl,learning_rate,regularization,momentum,activation_hidden,weight_init,topology
0.31965494,0.01376735,0.1443067,0.08,0,0.4,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(10, 10)"
0.33775782,0.00364143,0.15456819,0.08,0,0.4,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(10, 10)"
0.30770863,0.01305512,0.13920235,0.08,0,0.4,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(5, 5, 5)"
0.33529756,0.00969688,0.15159824,0.08,0,0.4,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(20, 20)"
0.34525112,0.00667631,0.15657402,0.08,0,0.4,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(25, 25)"
0.31374434,0.01674742,0.14589153,0.08,0,0.4,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(5, 5, 5)"
0.31911699,0.01775702,0.14320792,0.08,0,0.4,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(20, 20)"
0.31435407,0.01408591,0.14119323,0.08,0,0.4,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(25, 25)"
0.34276558,0.00942399,0.15935782,0.08,0,0.4,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(10, 10)"
0.29016266,0.01376865,0.12902485,0.08,0,0.4,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(5, 5, 5)"
0.30539586,0.01091367,0.13702848,0.08,0,0.4,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(10, 10)"
0.31319663,0.01009817,0.13629504,0.08,0,0.4,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(20, 20)"
0.30401308,0.0093618,0.13185934,0.08,0,0.4,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(25, 25)"
0.32133482,0.00767861,0.14618285,0.08,0,0.4,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(5, 5, 5)"
0.31023507,0.01376456,0.13760086,0.08,0,0.4,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(20, 20)"
0.30592054,0.01038249,0.13247041,0.08,0,0.4,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(25, 25)"
0.32020394,0.00902233,0.14313779,0.08,0,0.8,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(10, 10)"
0.30239187,0.00870011,0.13181236,0.08,0,0.8,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(5, 5, 5)"
0.32279223,0.00328987,0.14229657,0.08,0,0.8,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(20, 20)"
0.32648566,0.0070674,0.14174692,0.08,0,0.8,<class 'activation_function.TanH'>,<function xavier_initializer at 0x000001883A658040>,"(25, 25)"
0.31813532,0.01338567,0.14298795,0.08,0,0.8,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(10, 10)"
0.31624226,0.01372089,0.14736379,0.08,0,0.8,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(5, 5, 5)"
0.31178613,0.01317232,0.142165,0.08,0,0.8,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(20, 20)"
0.30877361,0.01547795,0.13523618,0.08,0,0.8,<class 'activation_function.Relu'>,<function xavier_initializer at 0x000001883A658040>,"(25, 25)"
0.32226108,0.01222673,0.14452851,0.08,0,0.8,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(10, 10)"
0.30055653,0.01079848,0.13195386,0.08,0,0.8,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(5, 5, 5)"
0.30754534,0.0141546,0.13895419,0.08,0,0.8,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(10, 10)"
0.30942083,0.00498023,0.13159708,0.08,0,0.8,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(20, 20)"
0.29989664,0.00855468,0.12694774,0.08,0,0.8,<class 'activation_function.TanH'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(25, 25)"
0.32217618,0.006177,0.14283295,0.08,0,0.8,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(5, 5, 5)"
0.31636208,0.00889049,0.13706051,0.08,0,0.8,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(20, 20)"
0.30919838,0.0135905,0.13204787,0.08,0,0.8,<class 'activation_function.Relu'>,<function ranged_uniform_initializer at 0x000001883A658280>,"(25, 25)"
